id,BertzCT,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3v,Chi4n,EState_VSA1,EState_VSA2,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HallKierAlpha,HeavyAtomMolWt,Kappa3,MaxAbsEStateIndex,MinEStateIndex,NumHeteroatoms,PEOE_VSA10,PEOE_VSA14,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA10,SMR_VSA5,SlogP_VSA3,VSA_EState9,fr_COO,fr_COO2,EC1,EC2,EC3,EC4,EC5,EC6
C00037,42.91260938,2.27005561,1.189532624,1.189532624,0.597862689,0.597862689,0.174620426,0.0,5.969305288,6.544756406,75.0320284,2.0,2.2,2.2,-0.57,70.027,3.43,9.243055556,-0.967592593,3,0.0,5.969305288,0.0,0.0,0.0,5.969305288,0.0,4.794537184,20.16666667,1,1,1,1,0,1,0,1
C00039,749.8279146,15.37094236,9.207074737,12.19796497,6.796997633,9.609255522,6.612498408,2.964773466,52.26919257,39.64129179,475.0770391,0.833333333,1.3,1.833333333,0.02,450.1,5.678672701,12.4512828,-4.490659888,18,0.0,172.6085013,0.0,0.0,0.0,15.64539425,75.70690909,41.43567408,43.1520459,0,0,0,1,0,0,0,1
C00040,1715.969176,23.51709351,14.04052893,19.54731446,11.00111204,16.10049267,10.28858093,4.222881364,84.55497195,42.11026766,794.1022986,1.12,1.8,2.46,-2.44,759.263,11.799472,12.61572563,-5.554169249,29,30.15591996,119.5683893,13.8474744,0.0,0.0,69.644269,50.91206274,45.90295503,98.68908141,0,0,1,1,1,0,0,0
C00041,59.81353753,2.64273441,1.62708968,1.62708968,1.126912803,1.126912803,0.389527556,0.0,12.01114612,0.0,89.04767846,2.0,2.166666667,2.166666667,-0.57,82.038,1.72154519,9.574074074,-0.962962963,3,6.041840829,5.969305288,0.0,6.9237372,0.0,5.969305288,12.96557803,4.794537184,22.0,1,1,1,1,0,0,1,1
C00042,92.60593782,3.625897658,2.062568667,2.062568667,1.287477086,1.287477086,0.552730943,0.213865472,11.93861058,12.84164325,118.0266087,1.0,1.25,1.375,-1.06,112.04,4.94,9.640416667,-1.076481482,4,0.0,11.93861058,0.0,0.0,0.0,11.93861058,12.84164325,9.589074368,32.33333333,2,2,1,1,1,0,0,1
C00043,1239.282494,18.04735027,10.97454541,13.96543564,8.416621895,11.41305965,8.159162954,3.756846925,101.1989153,0.0,607.0815697,1.051282051,1.692307692,2.282051282,-1.87,580.139,7.658655558,12.43866522,-5.627087584,22,42.66563916,21.33513764,0.0,0.0,19.18694784,21.55257398,62.10730426,36.75648535,90.25338678,0,0,1,1,1,1,1,0
C00045,62.56842503,2.64273441,1.049739411,1.049739411,0.504904335,0.504904335,0.142576981,0.0,12.51406169,0.0,74.02420337,2.4,2.6,2.6,-0.57,70.027,0.596180758,9.636574074,-0.851851852,4,0.0,28.14879375,0.0,0.0,0.0,5.969305288,6.544756406,4.794537184,21.17824074,1,1,1,1,0,0,0,0
C00046,1005.138494,18.29995003,10.2697774,14.79096438,7.849258173,11.90086885,7.491797968,3.215680238,118.0450806,0.0,603.0281135,0.594594595,0.972972973,1.378378378,0.05,577.068,7.22671728,12.65921038,-5.006311392,25,0.0,208.5693062,0.0,0.0,0.0,23.46809137,74.75634338,50.52446952,64.25932687,0,0,0,1,0,0,0,1
C00047,105.9209386,4.680739213,3.366235992,3.366235992,2.229187791,2.229187791,1.286449932,0.632063625,12.01114612,0.0,146.1055277,1.5,2.1,2.5,-0.61,132.078,4.286691532,10.13722175,-0.933313492,4,6.041840829,5.969305288,6.420821623,19.38639965,0.0,5.969305288,25.3043057,4.794537184,30.0,1,1,1,1,0,1,1,1
C00048,55.913403,2.27005561,0.952108338,0.952108338,0.456088798,0.456088798,0.10081715,0.0,5.969305288,6.286160523,74.00039392,1.8,2.0,2.0,-0.86,72.019,3.14,9.0,-1.425925926,3,0.0,5.969305288,0.0,0.0,0.0,12.25546581,0.0,9.589074368,23.66666667,1,1,1,1,0,1,0,0
C00049,132.529325,4.03658126,2.239272035,2.239272035,1.542593429,1.542593429,0.711731036,0.275437576,24.40127303,0.0,133.0375077,1.444444444,1.888888889,2.0,-1.1,126.047,3.479710145,9.846435185,-1.294074074,5,6.041840829,11.93861058,0.0,0.0,0.0,11.93861058,12.46266245,9.589074368,36.16666667,2,2,1,1,0,1,1,1
C00051,389.1892185,9.272963365,5.656453432,6.288908964,3.897622525,4.262770897,2.612877016,1.156599984,42.3814081,18.59449685,307.0838063,1.2,1.8,2.25,-1.81,290.192,7.586610574,11.50371352,-1.219679189,10,18.62843806,11.93861058,0.0,6.420821623,12.17367523,36.38175918,24.9253249,19.17814874,63.68177599,2,2,1,1,1,1,0,1
C00052,1123.772869,16.65350342,9.989945016,12.98083525,7.680907174,10.67734493,7.756838835,3.350949116,95.35386108,0.0,566.0550206,0.916666667,1.555555556,2.166666667,-1.38,542.11,6.539616207,12.15447446,-5.59237418,21,42.72776471,21.33513764,0.0,0.0,12.26321064,15.64539425,55.24569261,31.96194817,83.93886672,0,0,1,1,0,0,1,0
C00053,1166.640382,14.16823376,7.831770985,12.22266122,5.965842944,9.80487247,6.32048576,2.736694432,57.19107713,16.98174072,506.9862298,1.225806452,1.903225807,2.516129032,-1.6,492.147,5.803640458,11.59562118,-5.39491983,21,30.15591996,26.04439483,0.0,0.0,0.0,43.02613554,24.53980033,37.28342407,44.71623866,0,0,1,1,1,0,0,0
C00058,10.26466251,1.414213562,0.49390115,0.49390115,0.105409255,0.105409255,0.0,0.0,0.0,6.472220865,46.0054793,2.0,2.0,2.0,-0.53,44.009,1.47,8.361111111,-0.25,2,0.0,0.0,0.0,0.0,0.0,6.472220865,0.0,4.794537184,15.0,0,1,1,1,1,0,0,1
C00059,86.81635834,2.0,0.698481705,2.095445115,0.447833437,1.343500311,0.0,0.0,10.39900058,0.0,97.96737954,1.2,1.2,1.2,-0.13,96.063,800.7694083,8.743055556,-4.666666667,5,0.0,10.39900058,0.0,0.0,0.0,10.39900058,0.0,10.39900058,0.0,0,0,1,1,1,0,0,0
C00060,29.01955001,1.732050808,0.408248291,0.408248291,0.083333333,0.083333333,0.0,0.0,6.472220865,0.0,43.99037782,2.666666667,2.666666667,2.666666667,-0.53,44.009,1.47,9.0,-0.833333333,3,0.0,16.37328544,0.0,0.0,0.0,6.472220865,0.0,0.0,17.16666667,0,1,1,0,1,0,0,1
C00061,1250.741504,14.36889972,9.032400805,10.56269755,7.102514653,8.341867444,5.281375505,3.058268973,50.53524495,11.51833249,456.1046149,1.096774194,1.741935484,2.387096774,-2.51,435.18,5.046920607,12.24070619,-4.891593259,14,18.31189916,13.51244052,0.0,37.10711152,0.0,18.85609856,38.70412997,15.63355185,77.9143279,0,0,1,1,1,0,0,0
C00062,170.9310205,5.53658126,3.600216227,3.600216227,2.427411095,2.427411095,1.324552902,0.668507694,12.01114612,5.959554569,174.1116757,1.666666667,2.25,2.666666667,-1.3,160.092,5.48222978,10.21500031,-1.002013889,6,6.041840829,5.969305288,0.0,12.84164325,6.544756406,11.92885986,18.88348408,4.794537184,37.66666667,1,1,1,1,1,1,1,1
C00064,145.8284896,4.53658126,2.804340372,2.804340372,1.949718718,1.949718718,1.018938848,0.421236303,17.91832585,12.84164325,146.0691422,1.5,2.0,2.3,-1.1,136.066,3.848565935,10.10008409,-1.109953704,5,6.041840829,5.969305288,0.0,6.420821623,6.420821623,11.87648502,18.88348408,9.589074368,35.66666667,1,1,1,1,1,1,1,1
C00065,72.58027135,3.180739213,1.774215467,1.774215467,1.127304926,1.127304926,0.513893756,0.078092629,18.61802808,0.0,105.0425931,1.857142857,2.285714286,2.285714286,-0.61,98.037,2.132115028,9.645324074,-1.178240741,4,6.041840829,5.969305288,0.0,0.0,0.0,5.969305288,6.041840829,4.794537184,27.5,1,1,1,1,0,1,1,1
C00067,2.0,1.0,0.288675135,0.288675135,0.0,0.0,0.0,0.0,0.0,0.0,30.01056468,1.5,1.5,1.5,-0.33,28.01,-5.36030303,8.0,2.0,1,6.7890761,0.0,0.0,0.0,0.0,6.7890761,0.0,4.794537184,10.0,0,0,1,1,0,1,0,0
C00069,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.00273965,3.0,3.0,3.0,-0.04,15.999,-104.04,7.25,-0.25,2,0.0,5.476191836,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0,0,1,1,0,0,0,0
C00073,96.95878456,4.180739213,2.654911126,4.048757977,1.726205155,2.711803714,1.594127468,0.368293365,12.01114612,0.0,149.0510496,1.888888889,2.444444444,2.777777778,-0.22,138.127,4.294138818,10.07088341,-0.912916667,4,6.041840829,5.969305288,0.0,18.42944441,0.0,17.73119024,12.46266245,4.794537184,25.22930556,1,1,1,1,0,1,1,1
C00074,201.0384684,4.327185822,2.000556851,3.530853594,1.310192943,2.473921031,0.925868118,0.182592384,19.55116728,0.0,167.9823745,1.5,1.9,2.0,-0.84,163.001,4.080319108,9.894166667,-4.756095679,7,0.0,13.79200241,0.0,6.578935684,0.0,13.79200241,0.0,13.88333263,29.17296296,1,1,0,1,1,0,1,0
C00077,94.95878456,4.180739213,2.866235992,2.866235992,1.8756344,1.8756344,1.036449932,0.461239621,12.01114612,0.0,132.0898776,1.666666667,2.222222222,2.555555556,-0.61,120.067,3.931271989,10.03932634,-0.955138889,4,6.041840829,5.969305288,0.0,19.38639965,0.0,5.969305288,18.88348408,4.794537184,28.5,1,1,1,1,0,1,1,0
C00078,490.0485079,7.18154055,4.71624163,4.71624163,3.50835221,3.50835221,2.431943542,1.624730989,12.01114612,0.0,204.0898776,1.466666667,2.2,2.933333333,-1.81,192.133,1.84535989,10.62639393,-0.971961924,4,6.041840829,5.969305288,18.19910121,11.62981856,23.52059013,16.87223022,12.46266245,11.21535881,39.0,1,1,1,1,0,1,0,1
C00079,258.4908623,5.698377303,3.722224695,3.722224695,2.634453445,2.634453445,1.615637533,0.955337442,12.01114612,0.0,165.0789786,1.416666667,2.0,2.5,-1.35,154.104,2.358651237,10.37864182,-0.959395314,3,6.041840829,5.969305288,30.33183534,11.98427311,0.0,5.969305288,12.46266245,11.21535881,33.16666667,1,1,1,1,0,1,1,1
C00080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.426638065,1.007276452,-666.0,-666.0,-666.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.426638065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,1,1
C00081,1158.657927,14.19088913,7.891734444,12.41292142,5.988750352,10.40872076,7.597006482,2.616858938,60.17404056,11.16387794,507.9797611,1.064516129,1.741935484,2.387096774,-1.36,493.046,5.714341421,11.76558878,-5.715183378,21,18.31189916,23.46809137,0.0,0.0,0.0,34.63196931,24.53980033,31.57701771,60.470144,0,0,0,1,1,1,0,1
C00082,294.2330533,6.092224153,3.856515095,3.856515095,2.815302066,2.815302066,1.709153176,0.973274801,12.01114612,12.17033346,181.0738932,1.384615385,1.923076923,2.384615385,-1.55,170.103,2.757388143,10.39619583,-1.020300926,4,11.79135266,5.969305288,12.13273414,24.11700725,0.0,5.969305288,12.46266245,11.21535881,38.83333333,1,1,1,1,0,1,1,1
C00083,1828.080772,24.91094036,15.17536665,20.68215219,11.86030241,17.24835818,11.03466801,4.469556472,102.0603758,42.24492876,853.1156029,1.055555556,1.722222222,2.37037037,-2.97,815.283,13.64953892,12.6299415,-5.58657003,30,42.68070797,29.43739666,25.60935935,0.0,30.67817851,75.11065871,57.33288437,55.4920294,113.8838603,1,1,0,1,0,1,0,1
C00084,10.26466251,1.414213562,0.81305253,0.81305253,0.23570226,0.23570226,0.0,0.0,0.0,0.0,44.02621475,2.0,2.0,2.0,-0.33,40.021,1.67,8.805555556,0.75,1,6.286160523,0.0,0.0,6.9237372,0.0,6.286160523,6.9237372,4.794537184,11.0,0,0,1,0,0,1,0,0
C00085,289.7237977,7.194305874,4.267025738,5.797322481,3.381002826,4.620355618,2.640964787,1.305665965,45.13547137,0.0,260.0297186,1.375,1.9375,2.3125,-0.09,247.031,2.976185124,10.36770306,-4.73157435,10,18.31189916,7.822697123,0.0,0.0,0.0,7.822697123,24.09901032,13.8256584,44.6402155,0,0,0,1,0,1,0,0
C00086,29.01955001,1.732050808,0.781474414,0.781474414,0.402368927,0.402368927,0.0,0.0,6.031114512,0.0,60.03236275,1.5,1.5,1.5,-0.73,56.024,0.173734284,9.0,-0.833333333,3,0.0,6.031114512,0.0,0.0,0.0,6.031114512,0.0,0.0,16.66666667,0,0,0,0,1,1,0,1
C00089,393.2032273,10.80689674,7.049460185,7.049460185,5.559383362,5.559383362,4.070325339,2.631315967,74.62554849,0.0,342.1162115,0.782608696,1.391304348,1.869565217,-0.44,320.121,3.22680207,9.997825728,-2.221747921,11,49.33464668,0.0,0.0,0.0,0.0,0.0,54.8049026,14.21058886,74.91666667,0,0,1,1,1,0,1,0
C00091,1846.153326,25.41094036,15.67536665,21.18215219,12.18352572,17.57158149,11.34188091,4.57621374,90.52427724,60.20184893,867.131253,1.018181818,1.690909091,2.345454546,-2.97,827.294,14.48406652,12.64225043,-5.58561405,30,36.25988634,29.43739666,25.60935935,0.0,37.09900013,75.11065871,63.75370599,55.4920294,115.1900014,1,1,1,1,1,0,0,0
C00092,277.1727756,7.221032672,4.29960521,5.829901953,3.323218194,4.562570985,2.579511904,1.239132439,45.13547137,0.0,260.0297186,1.0625,1.625,2.125,-0.09,247.031,3.453383332,10.36860654,-4.730487804,10,24.41586555,7.822697123,0.0,0.0,0.0,7.822697123,30.70589228,13.8256584,44.55468238,0,0,1,1,1,1,1,0
C00093,128.9546184,4.454507022,2.444746743,3.975043486,1.622740754,2.862093546,1.131266675,0.235838286,27.14042744,0.0,172.0136746,1.5,2.0,2.3,0.03,163.001,6.154533001,9.931102608,-4.503881173,7,6.103966388,7.822697123,0.0,0.0,0.0,7.822697123,6.103966388,9.088795447,25.86912887,0,0,1,1,1,0,0,0
C00094,26.26466251,1.732050808,0.531815038,1.595445115,0.230720857,0.69216257,0.0,0.0,11.36131649,0.0,81.97246492,1.5,1.5,1.5,0.07,80.064,483.6618367,8.666666667,-2.611111111,4,0.0,0.0,0.0,0.0,0.0,11.36131649,0.0,11.36131649,0.0,0,0,1,1,1,1,0,0
C00096,1337.358818,18.13666667,10.88150682,13.87239705,8.438717023,11.43515478,8.356325355,3.852549146,89.66411768,17.11221722,605.077153,1.0,1.666666667,2.333333333,-1.91,580.143,6.223867999,12.28368904,-5.595602014,23,42.72776471,15.64539425,0.0,0.0,0.0,32.75761147,55.24569261,31.96194817,87.50999696,0,0,1,1,1,1,1,0
C00097,75.33515885,3.180739213,1.774215467,2.406670999,1.127304926,1.492453298,0.907286452,0.078092629,12.01114612,5.752853607,121.0197495,2.0,2.428571429,2.428571429,-0.22,114.105,2.472041523,9.756435185,-1.00462963,4,6.041840829,5.969305288,0.0,0.0,5.752853607,18.59809444,6.041840829,4.794537184,21.07317901,1,1,1,1,0,1,1,1
C00099,52.7548875,2.77005561,1.689532624,1.689532624,0.932413678,0.932413678,0.358203039,0.123475288,5.969305288,12.96557803,89.04767846,1.833333333,2.333333333,2.333333333,-0.57,82.038,3.43,9.519305556,-0.835648148,3,0.0,5.969305288,0.0,0.0,6.544756406,5.969305288,6.420821623,4.794537184,21.66666667,1,1,0,1,0,0,0,1
C00100,1727.925403,24.05509832,15.1011891,20.60797463,11.64334056,17.03139633,11.17211742,4.39711222,84.55497195,41.60735208,823.1414237,1.076923077,1.75,2.403846154,-2.44,783.285,12.85403918,12.62684059,-5.559021169,28,36.25988634,23.46809137,32.53309655,0.0,37.09900013,69.14135342,64.25662157,50.69749222,100.8038337,0,0,1,1,0,1,0,1
C00101,1068.826379,15.22325445,9.722396559,9.722396559,7.151886612,7.151886612,4.752064353,3.097992003,23.88763113,35.95454174,445.1709815,1.21875,1.9375,2.59375,-4.29,422.252,5.650170262,12.28551262,-1.301134212,13,11.7292271,11.93861058,0.0,30.6862899,30.7611722,40.98676491,24.9253249,9.589074368,91.16666667,2,2,1,1,0,0,0,1
C00103,275.1727756,7.259037475,4.304661212,5.834957955,3.293262878,4.48523529,2.57206529,1.289774594,45.13547137,0.0,260.0297186,1.125,1.6875,2.125,-0.09,247.031,3.201490511,10.50269747,-4.914178634,10,24.41586555,7.822697123,0.0,0.0,0.0,7.822697123,30.70589228,13.8256584,44.41558957,0,0,0,1,1,0,1,0
C00104,984.9277138,12.48378235,7.144011887,10.16975374,5.438544922,8.268206522,5.739739413,2.471560302,52.35134344,11.16387794,428.0134305,1.222222222,1.925925926,2.592592593,-1.51,414.075,4.329348037,11.6634981,-5.303725045,17,18.31189916,15.64539425,0.0,0.0,0.0,26.80927218,24.53980033,22.70133806,58.21413462,0,0,0,1,1,0,0,0
C00106,246.3619538,3.7876937,2.068931893,2.068931893,1.296045816,1.296045816,0.685866587,0.382688466,5.689743398,5.559266895,112.0272774,1.375,2.125,2.5,-1.32,108.056,0.841205377,10.21472222,-0.474537037,4,0.0,5.689743398,0.0,0.0,12.26321064,0.0,0.0,0.0,26.33333333,0,0,1,1,0,1,0,0
C00108,257.5379489,4.715214055,2.793756347,2.793756347,1.892403013,1.892403013,1.191198503,0.691772246,5.969305288,5.563451492,137.0476785,1.4,2.0,2.4,-1.51,130.082,1.074893623,10.34175926,-0.98787037,3,0.0,5.969305288,12.13273414,12.13273414,5.687386275,11.65669156,0.0,0.0,30.0,1,1,1,1,0,1,0,1
C00109,95.10802962,3.180739213,1.94251526,1.94251526,1.08188229,1.08188229,0.559650201,0.151225725,11.75255023,6.420821623,102.0316941,1.571428571,2.0,2.0,-0.86,96.041,1.918210117,9.912037037,-1.344907407,3,0.0,5.969305288,6.9237372,0.0,6.420821623,11.75255023,13.34455882,9.589074368,26.83333333,1,1,1,1,0,0,0,0
C00110,633.5340644,13.99188962,11.29602423,12.82632097,8.843927925,10.08328072,5.695510781,3.118574571,7.822697123,6.606881965,440.3055466,0.766666667,1.2,1.633333333,-0.93,395.245,20.34714415,10.66394216,-4.327514191,5,0.0,7.822697123,53.52023575,98.32398665,0.0,7.822697123,99.3298178,9.088795447,51.13308914,0,0,0,1,1,0,0,0
C00111,158.375864,4.454507022,2.281282199,3.811578942,1.460802981,2.700155772,1.035513971,0.201726748,26.819706,0.0,169.9980246,1.5,2.0,2.3,-0.26,163.001,5.869198966,10.14013889,-4.564714506,7,13.21376393,7.822697123,0.0,0.0,0.0,13.60594207,0.0,13.88333263,27.34311036,0,0,0,1,1,1,0,0
C00114,46.53206898,3.060660172,2.474096319,2.474096319,2.73753768,2.73753768,0.770820393,0.3,0.0,6.606881965,104.1069905,1.285714286,1.714285714,1.714285714,-0.08,90.061,5.92,8.38625,0.28125,2,6.544756406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.65625,0,0,1,1,0,1,0,0
C00116,25.21928095,2.808060413,1.707151003,1.707151003,1.018971878,1.018971878,0.421498206,0.057735027,6.103966388,13.21376393,92.04734412,1.166666667,1.5,1.5,-0.12,84.03,2.137731959,8.166666667,-0.953703704,3,6.103966388,0.0,0.0,0.0,0.0,0.0,6.103966388,0.0,22.33333333,0,0,1,1,1,1,0,0
C00117,237.8861379,6.31034907,3.708072987,5.23836973,2.832625707,4.071978498,2.229601533,1.037111592,39.03150498,0.0,230.0191539,1.214285714,1.785714286,2.142857143,-0.05,219.021,2.973905023,10.2677192,-4.638553634,9,18.31189916,7.822697123,0.0,0.0,0.0,7.822697123,24.60192589,13.8256584,37.33140117,0,0,0,1,0,1,1,1
C00118,149.0719185,4.454507022,2.28930628,3.819603024,1.489773471,2.729126262,1.055974593,0.212745889,20.53354548,6.286160523,169.9980246,1.6,2.1,2.4,-0.26,163.001,5.869198966,9.896805556,-4.551658951,7,6.103966388,7.822697123,0.0,0.0,0.0,14.10885765,6.103966388,13.88333263,27.47467593,0,0,1,1,0,1,1,0
C00119,520.5713508,9.701907263,5.198447287,9.754485888,3.956644698,7.97827871,4.808186026,1.394761247,54.67689923,0.0,389.951815,0.909090909,1.454545455,1.909090909,0.25,376.963,6.787396122,11.25189389,-5.394596503,17,18.31189916,23.46809137,0.0,0.0,0.0,23.46809137,24.60192589,31.7901335,42.45996049,0,0,0,1,0,0,0,1
C00122,118.9737366,3.625897658,1.766145489,1.766145489,1.009808669,1.009808669,0.368487295,0.142576981,11.93861058,0.0,116.0109586,1.0,1.25,1.375,-1.32,112.04,4.68,9.553611111,-1.257037037,4,0.0,11.93861058,0.0,0.0,12.15204021,11.93861058,0.0,9.589074368,33.33333333,2,2,1,0,1,1,0,1
C00123,101.2309827,4.03658126,3.02093653,3.02093653,2.574279851,2.574279851,1.042535822,0.608684938,12.01114612,0.0,131.0946287,1.666666667,2.111111111,2.222222222,-0.57,118.071,3.968358008,10.10976852,-0.913240741,3,6.041840829,5.969305288,13.8474744,12.33872767,0.0,5.969305288,26.31013685,4.794537184,26.83333333,1,1,1,1,0,0,1,1
C00124,146.2188491,5.574586063,3.56200947,3.56200947,2.719449317,2.719449317,1.86705949,1.081733811,37.31277424,0.0,180.0633881,0.916666667,1.5,2.0,-0.24,168.06,1.581758759,9.119537037,-1.568935185,6,24.41586555,0.0,0.0,0.0,0.0,0.0,30.70589228,4.736862954,41.66666667,0,0,1,1,0,0,1,0
C00125,2740.126835,30.74943667,19.25265797,22.33778027,14.84295599,18.79895251,15.10445278,7.802816513,24.02229223,60.81771262,908.2067413,0.737704918,1.295081967,1.901639344,-5.360519481,864.489,8.351892514,13.02786593,-0.927028333,23,0.0,368.7914439,0.0,0.0,0.0,95.82438098,89.80926741,40.99178187,148.3056717,2,2,1,1,0,0,0,0
C00127,878.908335,18.63171317,11.42446827,13.91250214,7.999132272,10.55141702,7.105053789,2.523106039,84.7628162,37.18899371,612.1519625,0.6,0.925,1.2,-3.62,580.384,17.0642979,12.37585642,-1.344301945,20,37.25687613,23.87722115,21.58779595,12.84164325,24.34735046,69.09373602,49.85064981,38.35629747,130.4450713,4,4,1,1,0,0,0,0
C00128,1217.94462,19.01338132,11.89316272,13.38860783,9.322964651,10.70084927,7.315124481,4.316727949,105.808129,5.817862778,614.1472675,1.317073171,1.975609756,2.536585366,-2.59,583.206,7.254699658,12.79805077,-5.515938966,21,42.4416611,19.48174581,0.0,6.066367069,19.54140239,25.51704492,74.12917669,32.67534288,109.6094798,1,1,1,1,0,0,0,0
